,p_mw,q_mvar,va_degree,vm_pu
0,700.0,515.0141481254545,-4.461226120471825,0.99958
1,600.0,372.7866974928387,-5.407502215797066,0.9995800000000001
2,375.0,220.83,-5.126603996799215,0.9113480692039553
3,250.0,143.76,-8.313012591635704,0.8553765992892145
4,375.0,220.97,-6.02864991491181,0.897030827851141
5,777.141306272992,321.2539670518315,0.0,1.01
6,255.0,123.35877523313115,-3.717527878620216,1.0994
7,174.0,71.78566415925775,-4.619303923041873,1.0929
