,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
0,154.26548870395098,52.11180722937394,-154.07946286252957,-73.35525880647519,0.18602584142141154,-21.243451577101254,0.2273938793417327,0.2396297020459967,0.2396297020459967,1.0879536269440828,-2.4019809297879218,1.0819864235165286,-3.0059169630009044,11.10699269309782
1,-219.25538506329482,-70.94192192139258,219.72091736356015,48.46952503188524,0.46553230026532333,-22.472396889507337,0.33328702112707775,0.3230305418473188,0.33328702112707775,1.0505285560079354,-7.633186801801214,1.0582821470958288,-6.532779791890849,15.44807040511293
2,-225.8016928821795,-74.5678631574642,226.2676360267141,52.34475693265206,0.4659431445345774,-22.223106224812142,0.3439155542148568,0.33334345622834266,0.3439155542148568,1.0505285560079354,-7.633186801801214,1.0585400707259618,-6.50508066189786,15.940709833098573
3,-87.56333332143701,-3.5758694732303224,87.62196460411998,-15.006121908248412,0.05863128268296691,-18.581991381478733,0.12674535003668946,0.12853098733549884,0.12853098733549884,1.0505285560079354,-7.633186801801214,1.0508439263559592,-7.308811749670206,5.957494938995537
4,128.4482583523446,-58.872928676261324,-128.30414604171244,40.97468384990057,0.14411231063215268,-17.898244826360752,0.20435361224080298,0.19436228297019578,0.20435361224080298,1.0505285560079354,-7.633186801801214,1.052865616172843,-8.125773484178618,9.471922965255226
5,-449.7209173635607,-123.46952503188575,452.56651947798724,108.01087417515399,2.8456021144265264,-15.458650856731765,0.6695416130573442,0.6533496554009336,0.6695416130573442,1.0582821470958288,-6.532779791890849,1.0819864235165286,-3.0059169630009044,31.03368964889587
6,-446.2676360267148,-122.34475693265271,449.0673755574891,106.38598594180218,2.799739530774275,-15.958770990850539,0.6641714087072464,0.6480415494248524,0.6641714087072464,1.0585400707259618,-6.50508066189786,1.0819864235165286,-3.0059169630009044,30.78477718116877
7,300.89553222199424,10.308668655564574,-300.4616390711599,-19.056833203404068,0.43389315083436486,-8.748164547839494,0.4344054029088328,0.43528967624418013,0.43528967624418013,1.0530064299815405,-6.590447831584169,1.0508439263559592,-7.308811749670206,21.22212068492473
8,267.65313717387727,13.040679529727983,-267.3345687147598,-23.834991162588803,0.3185684591174436,-10.79431163286082,0.3866446080423478,0.38805384040517293,0.38805384040517293,1.0530064299815405,-6.590447831584169,1.0508439263559592,-7.308811749670206,18.919183896995094
9,267.65313717387727,13.040679529727983,-267.3345687147598,-23.834991162588803,0.3185684591174436,-10.79431163286082,0.3866446080423478,0.38805384040517293,0.38805384040517293,1.0530064299815405,-6.590447831584169,1.0508439263559592,-7.308811749670206,18.919183896995094
10,362.33459552489245,191.50635216593176,-362.121823586046,-192.88265165971345,0.2127719388464584,-1.376299493781687,0.5913288023582228,0.593754802842607,0.593754802842607,1.0530064299815405,-6.590447831584169,1.04987369602428,-6.84875066692008,27.520921656859965
11,21.203182927730417,5.262701034521153,-21.197214513279754,-32.23983926634679,0.0059684144506633174,-26.977138231825638,0.030677254030544044,0.054273316648946975,0.054273316648946975,1.0819864235165286,-3.0059169630009044,1.080133058595431,-3.0986218580826668,2.5156035595884885
12,121.15984951920018,-17.902206243990538,-121.06245237894868,-1.9995379963327538,0.09739714025150192,-19.901744240323293,0.17707858999944318,0.1751026037082699,0.17707858999944318,1.0508439263559592,-7.308811749670206,1.0505866273444828,-7.797079770082394,8.20770792783589
13,-190.98901943522125,-68.28493017017769,191.15830013608536,58.09577803176773,0.16928070086410685,-10.189152138409959,0.2943182688016555,0.2888646585834707,0.2943182688016555,1.0470532873120046,-7.7812510453701025,1.0508439263559592,-7.308811749670206,13.641843365467723
14,-190.98901943522125,-68.28493017017769,191.15830013608536,58.09577803176773,0.16928070086410685,-10.189152138409959,0.2943182688016555,0.2888646585834707,0.2943182688016555,1.0470532873120046,-7.7812510453701025,1.0508439263559592,-7.308811749670206,13.641843365467723
15,-88.82330507796405,-150.06172802854337,89.17030420628407,153.66031101852582,0.34699912832002155,3.5985829899824466,0.7176082009569938,0.7163530217032861,0.7176082009569938,0.935309563877124,-14.572188215300441,0.9545727101014315,-14.018552304898732,53.268579465627376
16,-129.40122928159056,-87.49714008258177,134.10893141979233,102.79427056983532,4.707702138201768,15.297130487253554,0.6428230743318064,0.637757226058453,0.6428230743318064,0.935309563877124,-14.572188215300441,1.0197882076177707,-10.540174754065708,47.717225042464165
17,90.5200984857133,5.542653328314811,-90.0302376318166,-4.049019650700394,0.4898608538967011,1.493633677614417,0.3632278969892346,0.3633843899727654,0.3633843899727654,0.9610070061805122,-12.625293043230599,0.9545727101014315,-14.018552304898732,26.974287958273823
18,-69.9680882470232,-78.42896403124378,70.91624122857581,82.17609429758141,0.9481529815526102,3.747130266337635,0.42095587695678416,0.4169798688789175,0.42095587695678416,0.9610070061805122,-12.625293043230599,1.0019428996548019,-11.20514059380342,31.247861372391377
19,-69.83151795976377,-24.12904602494583,70.17519483631379,24.799800288547672,0.34367687655002044,0.6707542636018431,0.28718452207633643,0.2859195667410187,0.28718452207633643,0.9902156329457464,-12.33039984205672,1.0019428996548019,-11.20514059380342,21.317916260043337
20,112.6072712852586,95.25235827791637,-111.22585408126291,-89.5139400550082,1.3814172039956958,5.738418222908166,0.5733000780082996,0.5756826272290474,0.5756826272290474,0.9902156329457464,-12.33039984205672,0.9545727101014315,-14.018552304898732,42.73334074866496
