,p_mw,q_mvar,va_degree,vm_pu
0,700.0,256.8141725233979,-4.544812998233699,0.9995799999999999
1,600.0,87.17404972053635,-5.479901939900154,0.99958
2,375.0,233.16644421355159,-6.197626390036605,0.9899999999999999
3,250.0,260.8531309281388,-9.68553046443057,0.9758
4,375.0,286.64084537599194,-8.866993813038002,0.9904
5,770.2184726340366,220.74538267672608,0.0,1.01
6,255.0,51.8518548177276,-3.557659011668222,1.0993999999999997
7,174.0,24.518538901660918,-4.438629760409054,1.0929
