,p_from_mw,q_from_mvar,p_to_mw,q_to_mvar,pl_mw,ql_mvar,i_from_ka,i_to_ka,i_ka,vm_from_pu,va_from_degree,vm_to_pu,va_to_degree,loading_percent
12,104.02119343606833,-21.23597776458919,-103.94956744053208,0.8650149253594336,0.07162599553625171,-20.370962839229758,0.15280835772707074,0.14960967080544685,0.15280835772707074,1.0555945168617777,-9.10113628019889,1.0556837375746702,-9.51804373244889,7.082766861651685
