,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar,pl_mw,ql_mvar,i_hv_ka,i_lv_ka,vm_hv_pu,va_hv_degree,vm_lv_pu,va_lv_degree,loading_percent
0,362.0790239120871,189.25497146544282,-361.0895064797659,-117.20097612920763,0.9895174323212359,72.05399533623519,0.5875540078739449,1.6075477655431125,1.0564779389568688,-8.665165968905447,0.9089686741135479,-18.278585778428308,75.93693833221342
1,109.8829155267184,10.423377469854106,-109.82837154198883,-5.6780507983827775,0.05454398472957678,4.745326671471329,0.15844796042312598,0.4134435447307433,1.0583869998502085,-9.561595226650299,1.0238257854056487,-12.020880790980247,19.53014251459154
2,123.42422470901606,-16.378709030859977,-123.34887910127865,22.93377690400996,0.07534560773740395,6.555067873149984,0.17926505521643646,0.4859278096733536,1.0552399398567678,-10.1789945216888,0.9937821586719453,-13.152379873174668,22.95413604995203
3,220.92095783356086,-17.914217271977563,-220.4904940203855,43.306408405412725,0.43046381317535065,25.392191133435162,0.3179464119924812,0.9182292378342862,1.0591608518582734,-9.127931074470254,0.9419029248951928,-15.60401137463885,43.375082534297185
4,335.7586869910566,-35.810596067879395,-335.3834689784531,64.62535152584617,0.3752180126035114,28.814755457966776,0.48420859849897185,1.4229276681223129,1.0595140990493406,-9.553596918418213,0.9238968727670667,-14.37238714770806,67.2159004550005
5,389.388115383749,238.61937496434456,-388.87012323327406,-198.0314968723256,0.5179921504749245,40.58787809201897,0.6579942681014878,1.7002571887742426,1.0545121313194017,-9.717784005315442,0.9878898614485158,-14.230603709994082,80.31632282430589
6,-648.9512880667513,-133.0878312521135,649.9999999999995,181.87573423365686,1.048711933248228,48.78790298154337,0.9499400703343589,19.49277024326105,1.0595408167483211,-8.409831299584699,0.99958,-4.367344012585532,67.52493688318975
7,-549.6456923964321,21.31471156939231,550.0000000000001,8.525862153329856,0.3543076035680315,29.840573722722162,0.7887642459507932,15.885711913448981,1.0595408167483211,-8.409831299584699,0.9995800000000001,-5.3009676249158035,55.02972029699168
8,-772.4345433964282,-133.15541126384068,774.0165117688176,215.41776662809636,1.5819683723893831,82.26235536425568,1.098732535131313,22.963509984244457,1.0838876439353498,-5.771748154969207,1.01,0.0,79.54793202565317
9,-373.68060475428615,-275.211008173684,375.0000000000001,343.81956095080653,1.319395245713963,68.60855277712255,1.7974544090264575,14.828998874468283,0.9937821586719453,-13.152379873174668,0.9903999999999998,-7.007331057635448,102.73831790384304
10,-373.99410509034675,-185.4969974518653,374.9999999999999,237.8035327538262,1.0058949096531364,52.306535301960906,1.5694472791176628,12.94794005272072,1.0238257854056487,-12.020880790980247,0.99,-6.021259684257176,89.70596009867332
11,-248.8390437623834,-243.37757215501577,250.00000000000006,303.7472965110868,1.1609562376166593,60.36972435607103,1.4106763027194176,11.63807949743519,0.9497050498390703,-15.485859962712976,0.9758,-9.306328040965882,115.18711424047663
12,360.8379704260153,168.3677938290685,-359.99999999999994,-133.47252717171733,0.8379704260153744,34.89526665735116,1.496950973450632,14.533504596608088,1.0238257854056487,-12.020880790980247,1.016830290967221,-16.692126000938032,77.78385427368552
13,360.9813353610972,174.13752782969837,-360.0000000000003,-133.2364839050067,0.9813353610969102,40.90104392469166,1.637786151211513,14.493682754084219,0.9419029248951928,-15.60401137463885,1.0194063206373707,-21.047108832505323,85.10186477493073
14,360.88440194807106,170.31751371053323,-359.9999999999999,-133.4565542881644,0.8844019480711722,36.860959422368836,1.554795645293109,14.530800423300088,0.9878898614485158,-14.230603709994082,1.0170048149327213,-19.15494676147804,80.78955159103509
15,360.9873120231,174.43477639506537,-360.0000000000004,-133.3205374547785,0.9873120230996051,41.11423894028687,1.6248768232497754,14.507828779015867,0.9497050498390703,-15.485859962712976,1.0184897593465605,-20.955081826631666,84.43107641729176
16,360.9161951385746,172.06017241664046,-360.00000000000034,-133.91667021635536,0.9161951385742668,38.1435022002851,1.548580868194321,14.60925347353134,0.9937821586719453,-13.152379873174668,1.0119654120532589,-18.23625956756503,80.46662230025059
17,361.0504319786363,177.45358766849768,-360.00000000000057,-133.71086971339489,1.0504319786357428,43.74271795510279,1.6760122884883677,14.574019899898865,0.9238968727670667,-14.37238714770806,1.014222529675972,-20.17020138515011,87.08815313314918
18,361.08950647975706,179.1677799181899,-359.9999999999902,-133.79789817050414,1.0895064797668397,45.36988174768575,1.7069002420566324,14.588890957749001,0.9089686741135479,-18.278585778428308,1.0132686583472026,-24.280449414208583,88.69313828081106
